CSID,CaseMasterID,csdate,cstype,PolicePersonID
4421,8031,2025-06-12T14:40:26.725566,B,561
4422,8032,2025-07-17T14:40:26.726591,A,706
4423,8034,2025-09-24T14:40:26.728044,B,463
4424,8035,2026-05-30T14:40:26.728336,A,98
4425,8036,2025-02-21T14:40:26.729071,C,112
4426,8037,2025-08-17T14:40:26.729361,C,926
4427,8040,2024-10-29T14:40:26.731325,A,414
4428,8041,2026-07-25T14:40:26.732354,C,98
4429,8042,2025-10-23T14:40:26.732703,C,116
4430,8043,2025-03-29T14:40:26.733109,A,439
4431,8044,2025-06-06T14:40:26.734126,B,1066
4432,8047,2026-07-22T14:40:26.737042,A,466
4433,8048,2025-12-18T14:40:26.737774,C,616
4434,8050,2026-10-24T14:40:26.739373,A,637
4435,8052,2026-04-08T14:40:26.740871,A,226
4436,8058,2024-12-23T14:40:26.744806,C,116
4437,8060,2025-07-27T14:40:26.745837,B,589
4438,8062,2025-03-10T14:40:26.746278,C,660
4439,8068,2026-04-08T14:40:26.750312,B,1055
4440,8071,2026-02-10T14:40:26.751249,C,214
4441,8073,2026-06-22T14:40:26.752757,A,68
4442,8074,2026-03-09T14:40:26.753283,A,107
4443,8075,2025-06-20T14:40:26.753672,B,180
4444,8076,2026-03-21T14:40:26.754499,A,1066
4445,8077,2025-02-08T14:40:26.755089,A,100
4446,8084,2025-05-11T14:40:26.758926,B,896
4447,8085,2025-05-20T14:40:26.759913,C,703
4448,8091,2025-05-05T14:40:26.763351,C,479
4449,8093,2024-11-21T14:40:26.764231,A,1047
4450,8095,2026-08-11T14:40:26.765572,A,737
4451,8096,2025-12-31T14:40:26.766509,A,975
4452,8097,2026-08-16T14:40:26.766988,B,114
4453,8098,2026-10-10T14:40:26.767972,A,97
4454,8099,2025-06-03T14:40:26.768719,A,425
4455,8103,2025-10-06T14:40:26.770184,A,107
4456,8105,2026-01-11T14:40:26.771070,C,437
4457,8106,2026-07-01T14:40:26.771623,A,97
4458,8107,2025-06-07T14:40:26.772379,A,115
4459,8108,2026-01-13T14:40:26.773358,A,9
4460,8111,2026-07-03T14:40:26.775464,A,94
4461,8112,2026-05-25T14:40:26.776115,B,793
4462,8116,2026-07-15T14:40:26.778670,A,119
4463,8117,2025-08-30T14:40:26.779777,B,1043
4464,8118,2025-10-16T14:40:26.780804,B,201
4465,8119,2025-12-16T14:40:26.782696,B,60
4466,8120,2024-12-08T14:40:26.783281,B,336
4467,8122,2025-08-27T14:40:26.787439,B,110
4468,8124,2025-03-24T14:40:26.790711,B,103
4469,8125,2026-05-15T14:40:26.791896,C,105
4470,8126,2026-08-14T14:40:26.793447,C,837
4471,8128,2025-05-15T14:40:26.795152,C,109
4472,8129,2025-04-06T14:40:26.796368,B,84
4473,8131,2025-08-01T14:40:26.799012,C,6
4474,8132,2026-10-29T14:40:26.800166,B,76
4475,8133,2024-11-28T14:40:26.801771,B,109
4476,8135,2026-07-21T14:40:26.805074,A,338
4477,8137,2026-09-09T14:40:26.806753,B,100
4478,8138,2026-05-23T14:40:26.808345,C,117
4479,8141,2025-08-02T14:40:26.812574,A,766
4480,8143,2026-11-20T14:40:26.813274,A,95
4481,8145,2026-03-28T14:40:26.815361,B,110
4482,8146,2025-09-04T14:40:26.815989,A,120
4483,8147,2026-01-24T14:40:26.816741,C,280
4484,8148,2025-02-05T14:40:26.817463,A,1039
4485,8149,2026-03-04T14:40:26.817949,B,94
4486,8153,2026-08-11T14:40:26.820458,A,170
4487,8154,2026-05-24T14:40:26.821138,C,598
4488,8156,2026-09-02T14:40:26.822184,B,376
4489,8157,2026-02-26T14:40:26.822908,C,137
4490,8160,2025-12-13T14:40:26.825128,C,79
4491,8162,2026-03-07T14:40:26.826753,C,424
4492,8163,2026-11-24T14:40:26.827353,C,106
4493,8164,2026-06-19T14:40:26.828397,A,107
4494,8165,2026-04-11T14:40:26.829171,C,759
4495,8168,2025-10-06T14:40:26.830856,B,113
4496,8170,2026-09-11T14:40:26.832121,A,78
4497,8173,2025-12-14T14:40:26.833834,A,20
4498,8174,2026-07-17T14:40:26.834354,A,112
4499,8175,2026-03-05T14:40:26.834668,A,104
4500,8176,2026-05-07T14:40:26.835392,A,102
4501,8178,2024-10-14T14:40:26.836355,A,920
4502,8180,2025-07-07T14:40:26.837390,A,38
4503,8183,2025-10-12T14:40:26.839419,A,239
4504,8184,2024-12-24T14:40:26.840232,A,1061
4505,8185,2026-07-16T14:40:26.840952,A,106
4506,8187,2026-06-05T14:40:26.841915,A,100
4507,8189,2026-10-10T14:40:26.843071,B,98
4508,8190,2025-02-11T14:40:26.843354,A,539
4509,8192,2025-01-28T14:40:26.844976,B,93
4510,8193,2026-12-20T14:40:26.845563,C,105
4511,8194,2026-02-28T14:40:26.846252,A,806
4512,8196,2026-06-17T14:40:26.847664,B,103
4513,8197,2026-06-13T14:40:26.848016,C,109
4514,8198,2025-10-07T14:40:26.848311,C,835
4515,8199,2026-12-17T14:40:26.849053,A,120
4516,8200,2025-06-07T14:40:26.849503,A,411
4517,8201,2025-12-18T14:40:26.849848,A,453
4518,8203,2025-08-11T14:40:26.851106,A,14
4519,8205,2025-06-15T14:40:26.852430,A,465
4520,8207,2026-03-22T14:40:26.853734,A,114
4521,8209,2026-10-08T14:40:26.855050,A,1037
4522,8210,2026-05-26T14:40:26.856082,A,788
4523,8211,2026-08-27T14:40:26.856407,A,458
4524,8212,2026-07-23T14:40:26.857146,A,902
4525,8213,2026-04-09T14:40:26.857973,B,102
4526,8215,2025-11-03T14:40:26.859000,A,515
4527,8217,2025-09-11T14:40:26.860256,B,104
4528,8218,2026-09-15T14:40:26.860810,A,363
4529,8220,2026-09-25T14:40:26.861776,A,93
4530,8223,2026-05-04T14:40:26.863486,A,119
4531,8224,2025-04-10T14:40:26.864511,A,8
4532,8225,2025-07-10T14:40:26.864878,A,108
4533,8227,2026-04-26T14:40:26.865888,B,107
4534,8228,2026-07-15T14:40:26.866175,C,778
4535,8229,2024-12-28T14:40:26.866449,A,589
4536,8232,2025-07-10T14:40:26.868810,A,15
4537,8233,2025-12-14T14:40:26.869295,C,297
4538,8234,2026-04-04T14:40:26.869618,A,97
4539,8235,2025-05-16T14:40:26.870655,C,337
4540,8236,2026-06-24T14:40:26.871161,A,103
4541,8237,2025-05-23T14:40:26.871420,A,1068
4542,8238,2026-09-08T14:40:26.871780,C,799
4543,8241,2026-07-11T14:40:26.872524,C,7
4544,8242,2024-11-03T14:40:26.873423,A,725
4545,8243,2026-09-10T14:40:26.873947,A,114
4546,8245,2025-07-01T14:40:26.875506,C,206
4547,8247,2025-05-29T14:40:26.876878,C,106
4548,8248,2025-07-09T14:40:26.877571,A,84
4549,8250,2026-08-16T14:40:26.878352,C,117
4550,8251,2026-07-19T14:40:26.878884,A,105
4551,8252,2026-02-27T14:40:26.879347,A,394
4552,8253,2025-04-20T14:40:26.880350,C,664
4553,8255,2025-05-05T14:40:26.881993,A,103
4554,8257,2026-08-08T14:40:26.883754,A,118
4555,8258,2025-01-16T14:40:26.884112,A,624
4556,8259,2025-07-12T14:40:26.884563,C,562
4557,8260,2024-11-20T14:40:26.885020,B,112
4558,8261,2025-10-26T14:40:26.885798,B,114
4559,8262,2026-06-10T14:40:26.886486,B,831
4560,8264,2025-06-27T14:40:26.888018,A,37
4561,8266,2026-01-01T14:40:26.889579,A,975
4562,8270,2026-03-20T14:40:26.892867,B,917
4563,8274,2026-08-31T14:40:26.896190,C,120
4564,8275,2026-12-15T14:40:26.896485,A,900
4565,8276,2026-07-06T14:40:26.897024,B,93
4566,8277,2025-04-26T14:40:26.897746,A,799
4567,8280,2025-09-12T14:40:26.898992,B,39
4568,8281,2025-06-04T14:40:26.899938,B,200
4569,8285,2026-06-15T14:40:26.902276,C,115
4570,8286,2025-11-16T14:40:26.902576,A,849
4571,8287,2026-01-09T14:40:26.902887,A,98
4572,8288,2024-12-09T14:40:26.903385,A,110
4573,8289,2025-04-06T14:40:26.903704,B,490
4574,8292,2025-08-02T14:40:26.905862,A,93
4575,8293,2024-12-22T14:40:26.906471,B,842
4576,8295,2026-05-22T14:40:26.907922,A,314
4577,8298,2025-12-14T14:40:26.909260,B,297
4578,8301,2026-08-14T14:40:26.911049,C,73
4579,8305,2025-02-01T14:40:26.913910,A,977
4580,8306,2026-03-11T14:40:26.914195,C,97
4581,8307,2026-01-19T14:40:26.914712,C,123
4582,8308,2026-07-24T14:40:26.915671,C,191
4583,8309,2025-12-17T14:40:26.916570,C,107
4584,8311,2026-07-03T14:40:26.917440,C,565
4585,8313,2026-05-03T14:40:26.918630,C,105
4586,8318,2025-12-09T14:40:26.922225,C,323
4587,8321,2025-11-01T14:40:26.924075,C,531
4588,8324,2025-08-08T14:40:26.926198,A,102
4589,8325,2025-07-29T14:40:26.926461,A,1068
4590,8326,2025-06-07T14:40:26.927252,A,973
4591,8327,2025-11-30T14:40:26.928065,A,117
4592,8331,2026-10-11T14:40:26.930562,A,1
4593,8333,2025-02-03T14:40:26.931738,A,183
4594,8337,2026-01-18T14:40:26.933755,C,378
4595,8340,2026-06-04T14:40:26.935800,B,93
4596,8342,2026-04-22T14:40:26.937222,A,107
4597,8343,2026-01-28T14:40:26.937827,B,977
4598,8344,2026-10-30T14:40:26.938309,A,109
4599,8345,2025-05-01T14:40:26.938822,A,77
4600,8349,2025-09-08T14:40:26.942154,A,96
4601,8350,2025-09-29T14:40:26.943179,C,100
4602,8351,2025-09-17T14:40:26.944212,B,1072
4603,8352,2025-01-22T14:40:26.945024,A,317
4604,8354,2026-08-16T14:40:26.946102,B,899
4605,8355,2025-07-29T14:40:26.946970,C,181
4606,8358,2026-03-13T14:40:26.948938,A,1042
4607,8360,2025-11-04T14:40:26.950078,A,98
4608,8361,2025-06-18T14:40:26.950630,A,93
4609,8362,2026-01-31T14:40:26.951517,A,460
4610,8363,2024-11-19T14:40:26.952382,A,328
4611,8364,2025-09-16T14:40:26.952721,C,64
4612,8366,2025-11-28T14:40:26.953968,A,44
4613,8367,2026-08-15T14:40:26.954462,A,739
4614,8368,2026-03-08T14:40:26.955113,A,91
4615,8370,2025-01-17T14:40:26.956285,A,59
4616,8373,2025-04-02T14:40:26.958703,C,217
4617,8374,2025-04-30T14:40:26.959205,A,95
4618,8375,2025-08-30T14:40:26.960189,A,107
4619,8376,2026-10-23T14:40:26.960463,A,119
4620,8388,2026-01-21T14:40:26.966947,C,94
4621,8390,2026-01-07T14:40:26.968301,A,719
4622,8392,2026-10-26T14:40:26.970207,C,113
4623,8393,2026-03-08T14:40:26.970926,A,833
4624,8395,2025-08-18T14:40:26.972042,C,112
4625,8396,2025-10-26T14:40:26.972806,B,16
4626,8400,2026-08-10T14:40:26.975029,C,1009
4627,8403,2025-02-26T14:40:26.976845,B,273
4628,8404,2026-04-27T14:40:26.977594,A,107
4629,8405,2026-08-31T14:40:26.978565,C,97
4630,8406,2025-02-23T14:40:26.980066,B,117
4631,8407,2026-07-29T14:40:26.981174,C,300
4632,8408,2026-05-01T14:40:26.981483,B,869
4633,8411,2026-09-09T14:40:26.983795,C,990
4634,8412,2026-06-09T14:40:26.984892,A,469
4635,8414,2026-10-13T14:40:26.986016,C,485
4636,8416,2026-05-19T14:40:26.986726,A,95
4637,8418,2025-08-11T14:40:26.988278,B,79
4638,8419,2025-11-10T14:40:26.989030,B,895
4639,8420,2026-04-18T14:40:26.989481,C,992
4640,8421,2025-12-06T14:40:26.989945,B,888
4641,8422,2026-12-07T14:40:26.990254,A,111
4642,8424,2025-04-08T14:40:26.991910,A,65
4643,8425,2026-04-25T14:40:26.992876,B,380
4644,8428,2025-10-12T14:40:26.995077,C,104
4645,8429,2025-05-20T14:40:26.995909,C,493
4646,8434,2025-12-31T14:40:26.998957,A,334
4647,8436,2025-02-04T14:40:27.000609,A,205
4648,8438,2024-10-28T14:40:27.001454,A,421
4649,8439,2026-05-08T14:40:27.001785,B,924
4650,8441,2026-01-13T14:40:27.002912,A,348
4651,8442,2026-08-20T14:40:27.003218,C,12
4652,8443,2026-06-15T14:40:27.004035,C,119
4653,8444,2026-08-20T14:40:27.004831,A,111
4654,8445,2026-01-08T14:40:27.005124,C,916
4655,8452,2025-10-25T14:40:27.008992,A,113
4656,8454,2026-01-12T14:40:27.010339,C,125
4657,8455,2025-02-21T14:40:27.010706,B,395
4658,8456,2026-02-17T14:40:27.011212,C,337
4659,8458,2026-03-05T14:40:27.012489,C,91
4660,8459,2026-01-25T14:40:27.013001,C,296
4661,8460,2025-03-16T14:40:27.013478,C,1022
4662,8461,2026-04-18T14:40:27.014208,A,97
4663,8462,2026-03-02T14:40:27.014964,A,369
4664,8464,2025-07-16T14:40:27.016641,C,425
4665,8465,2025-12-30T14:40:27.017171,A,143
4666,8466,2026-08-10T14:40:27.018112,C,110
4667,8473,2025-11-03T14:40:27.022624,A,669
4668,8475,2025-12-16T14:40:27.023734,A,8
4669,8479,2025-03-26T14:40:27.025761,A,171
4670,8481,2026-01-19T14:40:27.026843,A,96
4671,8482,2026-10-22T14:40:27.027816,C,10
4672,8485,2026-04-28T14:40:27.029954,A,226
4673,8486,2025-10-14T14:40:27.030452,A,473
4674,8487,2026-10-10T14:40:27.030798,B,104
4675,8488,2026-04-17T14:40:27.031292,A,218
4676,8490,2025-12-13T14:40:27.033090,C,932
4677,8493,2025-06-26T14:40:27.035119,B,82
4678,8494,2025-01-03T14:40:27.036161,A,88
4679,8496,2026-05-28T14:40:27.037189,A,798
4680,8500,2025-08-02T14:40:27.039642,C,258
4681,8501,2026-07-28T14:40:27.040166,A,35
4682,8502,2026-02-06T14:40:27.040643,A,393
4683,8505,2026-06-28T14:40:27.044102,C,949
4684,8509,2024-09-16T14:40:27.046095,A,328
4685,8512,2026-09-10T14:40:27.047918,C,118
4686,8513,2025-01-24T14:40:27.048219,A,733
4687,8514,2024-10-10T14:40:27.049218,C,11
4688,8515,2026-06-04T14:40:27.050094,A,97
4689,8516,2025-06-15T14:40:27.050398,B,106
4690,8517,2026-04-08T14:40:27.051002,A,522
4691,8518,2026-08-31T14:40:27.051890,B,714
4692,8520,2024-12-17T14:40:27.053320,C,113
4693,8523,2026-04-14T14:40:27.055324,A,7
4694,8524,2025-06-17T14:40:27.056348,B,226
4695,8528,2025-02-04T14:40:27.058713,C,836
4696,8529,2025-01-01T14:40:27.060523,A,8
4697,8530,2026-03-12T14:40:27.061754,C,705
4698,8532,2025-06-26T14:40:27.063057,B,739
4699,8533,2026-12-05T14:40:27.063635,C,232
4700,8534,2026-02-26T14:40:27.064240,A,112
4701,8536,2026-07-29T14:40:27.066154,A,98
4702,8539,2024-12-18T14:40:27.068113,A,451
4703,8540,2025-09-10T14:40:27.068675,B,95
4704,8541,2026-09-25T14:40:27.069227,C,959
4705,8542,2025-03-18T14:40:27.069820,A,100
4706,8544,2026-07-18T14:40:27.070711,A,111
4707,8545,2025-01-27T14:40:27.071564,A,950
4708,8549,2026-04-03T14:40:27.074855,B,469
4709,8550,2026-03-17T14:40:27.075377,B,500
4710,8552,2026-02-07T14:40:27.077270,A,120
4711,8553,2025-10-23T14:40:27.077838,B,103
4712,8556,2024-11-09T14:40:27.080218,A,707
4713,8558,2025-06-11T14:40:27.081165,A,352
4714,8560,2025-03-09T14:40:27.082665,A,88
4715,8561,2025-01-19T14:40:27.082993,C,13
4716,8563,2025-02-25T14:40:27.084949,A,343
4717,8565,2026-08-04T14:40:27.086808,A,976
4718,8567,2026-06-11T14:40:27.088712,B,98
4719,8569,2025-07-21T14:40:27.089891,C,862
4720,8571,2026-06-21T14:40:27.091054,A,119
4721,8572,2025-03-07T14:40:27.092313,A,95
4722,8574,2026-08-12T14:40:27.093663,A,96
4723,8575,2026-04-13T14:40:27.094408,A,817
4724,8578,2026-04-08T14:40:27.096425,C,66
4725,8579,2026-03-15T14:40:27.097079,A,698
4726,8581,2025-01-13T14:40:27.098634,A,931
4727,8584,2025-06-02T14:40:27.099870,C,38
4728,8585,2025-04-28T14:40:27.100900,A,116
4729,8586,2026-01-28T14:40:27.101595,C,1053
4730,8587,2025-05-31T14:40:27.102560,C,475
4731,8588,2026-04-25T14:40:27.103103,A,110
4732,8589,2025-03-21T14:40:27.104050,C,944
4733,8590,2025-09-16T14:40:27.104901,A,103
4734,8591,2026-08-26T14:40:27.105460,C,100
4735,8593,2026-06-15T14:40:27.106656,A,747
4736,8595,2026-08-06T14:40:27.108045,C,27
4737,8596,2026-08-31T14:40:27.108940,A,374
4738,8598,2025-09-30T14:40:27.109823,A,101
4739,8601,2025-04-04T14:40:27.111717,A,1072
4740,8603,2026-04-28T14:40:27.113320,C,757
4741,8605,2026-06-15T14:40:27.115102,C,98
4742,8607,2025-01-26T14:40:27.116947,A,38
4743,8609,2025-01-02T14:40:27.118089,C,596
4744,8610,2025-11-03T14:40:27.119247,C,115
4745,8614,2026-09-23T14:40:27.121733,A,134
4746,8615,2026-11-27T14:40:27.122576,C,87
4747,8618,2024-12-03T14:40:27.124855,A,671
4748,8619,2024-11-20T14:40:27.125378,A,119
4749,8620,2025-07-28T14:40:27.126171,A,99
4750,8621,2025-07-08T14:40:27.127255,B,535
4751,8623,2026-02-08T14:40:27.129056,A,393
4752,8625,2026-10-18T14:40:27.130376,A,992
4753,8627,2025-11-30T14:40:27.131065,A,56
4754,8628,2025-07-12T14:40:27.132090,C,67
4755,8630,2026-07-14T14:40:27.133744,C,307
4756,8632,2025-10-04T14:40:27.134597,B,742
4757,8633,2025-11-08T14:40:27.135372,B,108
4758,8640,2025-10-22T14:40:27.139708,A,111
4759,8644,2025-05-21T14:40:27.141861,B,129
4760,8647,2026-08-29T14:40:27.143696,A,95
4761,8648,2025-08-18T14:40:27.144519,B,483
4762,8649,2026-04-17T14:40:27.145433,A,113
4763,8650,2026-03-09T14:40:27.145807,B,512
4764,8651,2025-08-04T14:40:27.146900,A,94
4765,8652,2025-09-16T14:40:27.147976,B,109
4766,8653,2025-07-06T14:40:27.148818,C,73
4767,8654,2025-11-14T14:40:27.149650,B,112
4768,8655,2026-05-11T14:40:27.150396,B,71
4769,8656,2025-04-01T14:40:27.150740,A,90
4770,8659,2026-06-26T14:40:27.152787,C,98
4771,8660,2026-02-17T14:40:27.153334,A,726
4772,8661,2026-10-06T14:40:27.153693,A,57
4773,8664,2026-05-05T14:40:27.156757,C,106
4774,8665,2026-08-08T14:40:27.156905,C,109
4775,8666,2025-08-31T14:40:27.157757,A,280
4776,8668,2025-11-07T14:40:27.158963,B,8
4777,8670,2025-03-30T14:40:27.160588,B,11
4778,8672,2025-01-01T14:40:27.161956,B,736
4779,8673,2024-10-10T14:40:27.162957,A,113
4780,8674,2026-04-12T14:40:27.163910,B,229
4781,8676,2025-11-24T14:40:27.165831,A,112
4782,8677,2026-10-24T14:40:27.166803,A,94
4783,8678,2026-04-01T14:40:27.167110,B,899
4784,8679,2026-10-18T14:40:27.167417,C,576
4785,8680,2025-07-11T14:40:27.167780,A,107
4786,8682,2026-06-04T14:40:27.168996,A,235
4787,8685,2026-12-07T14:40:27.170138,A,416
4788,8687,2026-05-01T14:40:27.171706,B,100
4789,8689,2026-09-13T14:40:27.173075,A,117
4790,8690,2026-06-26T14:40:27.174105,C,101
4791,8691,2026-09-20T14:40:27.174902,A,112
4792,8692,2025-12-17T14:40:27.175766,A,354
4793,8693,2025-04-07T14:40:27.176135,A,9
4794,8694,2025-01-09T14:40:27.176940,A,327
4795,8695,2025-06-19T14:40:27.177437,A,435
4796,8698,2025-03-11T14:40:27.179299,A,718
4797,8699,2025-01-10T14:40:27.180392,B,276
4798,8702,2025-04-27T14:40:27.182344,A,106
4799,8704,2026-04-22T14:40:27.183720,B,233
4800,8706,2025-06-22T14:40:27.185618,B,534
4801,8707,2025-09-27T14:40:27.185945,B,302
4802,8709,2026-04-16T14:40:27.186816,C,653
4803,8712,2026-08-04T14:40:27.189348,A,691
4804,8713,2025-05-18T14:40:27.189932,B,66
4805,8715,2026-04-10T14:40:27.190803,C,1042
4806,8716,2026-08-13T14:40:27.192205,C,115
4807,8718,2025-08-13T14:40:27.193097,C,502
4808,8720,2025-10-31T14:40:27.194368,B,456
4809,8721,2025-06-03T14:40:27.195561,C,96
4810,8724,2026-09-30T14:40:27.196850,B,105
4811,8725,2026-04-21T14:40:27.197886,A,866
4812,8726,2025-02-17T14:40:27.198217,A,1
4813,8728,2026-01-17T14:40:27.199959,B,718
4814,8730,2026-06-05T14:40:27.201920,A,18
4815,8734,2025-06-16T14:40:27.204341,B,949
4816,8736,2026-04-29T14:40:27.206057,A,709
4817,8737,2026-09-22T14:40:27.206749,B,119
4818,8739,2025-01-09T14:40:27.207938,A,863
4819,8744,2025-04-12T14:40:27.211755,C,1038
4820,8746,2025-09-25T14:40:27.213015,A,274
4821,8747,2026-09-21T14:40:27.213843,A,860
4822,8751,2025-07-20T14:40:27.215930,C,137
4823,8752,2026-07-30T14:40:27.216973,A,103
4824,8753,2026-05-17T14:40:27.217999,A,558
4825,8755,2024-08-31T14:40:27.219105,A,74
4826,8756,2026-05-01T14:40:27.219955,A,96
4827,8758,2026-09-18T14:40:27.221300,A,317
4828,8764,2025-04-26T14:40:27.226145,B,54
4829,8765,2026-05-12T14:40:27.226763,A,881
4830,8766,2025-05-04T14:40:27.227508,A,74
4831,8768,2026-05-28T14:40:27.229139,C,117
4832,8769,2025-05-03T14:40:27.229466,C,972
4833,8770,2025-07-19T14:40:27.230484,A,1013
4834,8772,2025-02-18T14:40:27.231896,A,369
4835,8774,2026-09-08T14:40:27.234052,A,19
4836,8776,2025-07-09T14:40:27.236294,A,104
4837,8777,2026-09-05T14:40:27.236675,A,101
4838,8778,2026-02-04T14:40:27.237224,A,94
4839,8780,2025-04-01T14:40:27.238392,A,161
4840,8785,2025-08-08T14:40:27.240627,A,114
4841,8786,2026-10-03T14:40:27.241293,A,120
4842,8787,2025-02-22T14:40:27.242121,B,945
4843,8788,2026-01-11T14:40:27.243215,A,107
4844,8789,2025-03-31T14:40:27.243818,B,93
4845,8791,2025-04-15T14:40:27.245461,C,491
4846,8792,2025-03-09T14:40:27.246625,B,110
4847,8793,2026-10-20T14:40:27.247433,A,222
4848,8796,2025-01-23T14:40:27.251629,C,351
4849,8797,2026-06-27T14:40:27.252569,C,356
4850,8800,2025-08-07T14:40:27.254711,A,101
4851,8801,2025-04-09T14:40:27.255294,B,104
4852,8802,2026-03-19T14:40:27.256442,B,96
4853,8803,2026-01-10T14:40:27.257027,B,512
4854,8805,2026-06-17T14:40:27.258396,A,96
4855,8807,2025-11-26T14:40:27.260485,B,101
4856,8809,2026-04-30T14:40:27.261885,B,36
4857,8811,2026-12-11T14:40:27.263164,C,95
4858,8814,2026-02-01T14:40:27.266004,C,134
4859,8816,2026-11-27T14:40:27.267369,A,125
4860,8818,2026-01-04T14:40:27.268333,A,97
4861,8821,2026-10-10T14:40:27.270077,A,93
4862,8823,2025-05-17T14:40:27.271285,C,133
4863,8824,2025-05-03T14:40:27.271661,B,721
4864,8825,2025-05-21T14:40:27.272033,A,908
4865,8826,2025-11-14T14:40:27.273089,A,98
4866,8828,2026-08-08T14:40:27.274097,A,96
4867,8829,2026-11-07T14:40:27.274397,A,86
4868,8832,2025-02-24T14:40:27.276101,A,83
4869,8834,2025-10-23T14:40:27.277141,C,318
4870,8835,2025-12-06T14:40:27.278059,B,457
4871,8836,2025-08-15T14:40:27.278759,B,928
4872,8838,2026-07-24T14:40:27.281126,C,103
4873,8845,2026-04-28T14:40:27.285081,C,152
4874,8846,2025-12-18T14:40:27.285922,A,291
4875,8847,2025-11-07T14:40:27.286213,A,297
4876,8849,2024-11-26T14:40:27.287358,A,524
4877,8852,2026-09-12T14:40:27.289183,B,1062
4878,8854,2026-02-05T14:40:27.290769,B,82
4879,8856,2025-08-16T14:40:27.293059,B,586
4880,8859,2026-11-01T14:40:27.295137,B,110
4881,8860,2025-03-26T14:40:27.296335,C,852
4882,8861,2026-08-08T14:40:27.297387,A,23
4883,8862,2025-01-06T14:40:27.297749,C,16
4884,8863,2025-06-02T14:40:27.298520,A,162
4885,8866,2025-05-18T14:40:27.301885,A,300
4886,8870,2026-12-12T14:40:27.303709,A,110
4887,8871,2026-05-05T14:40:27.304351,A,120
4888,8873,2026-07-21T14:40:27.305778,C,108
4889,8874,2025-08-18T14:40:27.306798,C,116
4890,8875,2026-05-26T14:40:27.307323,B,925
4891,8876,2026-06-20T14:40:27.308458,A,892
4892,8878,2026-08-24T14:40:27.309916,B,51
4893,8886,2025-11-10T14:40:27.315217,A,75
4894,8887,2026-04-02T14:40:27.316154,A,1031
4895,8890,2026-01-26T14:40:27.317425,B,68
4896,8894,2025-10-22T14:40:27.320397,A,682
4897,8896,2025-04-28T14:40:27.322226,C,695
4898,8897,2026-11-01T14:40:27.322596,B,113
4899,8899,2026-04-27T14:40:27.323948,A,118
4900,8900,2026-07-20T14:40:27.324278,A,120
4901,8901,2026-01-08T14:40:27.324638,B,63
4902,8902,2026-06-26T14:40:27.324976,A,755
4903,8904,2025-01-31T14:40:27.326693,A,20
4904,8907,2026-09-08T14:40:27.328659,A,857
4905,8910,2026-01-29T14:40:27.329975,A,11
4906,8911,2026-11-16T14:40:27.330293,B,109
4907,8913,2025-07-19T14:40:27.331811,A,106
4908,8916,2025-05-03T14:40:27.334215,A,234
4909,8919,2025-03-17T14:40:27.335818,A,713
4910,8920,2025-07-23T14:40:27.336008,A,8
4911,8921,2025-06-15T14:40:27.336849,C,18
4912,8922,2026-01-10T14:40:27.337173,A,421
4913,8926,2024-09-27T14:40:27.339044,A,824
4914,8929,2026-01-22T14:40:27.341023,A,117
4915,8931,2026-10-18T14:40:27.342163,A,573
4916,8932,2025-08-03T14:40:27.342972,A,384
4917,8933,2024-12-10T14:40:27.343295,B,458
4918,8934,2025-03-27T14:40:27.343991,A,114
4919,8936,2025-02-26T14:40:27.345456,A,360
4920,8937,2024-10-25T14:40:27.346185,C,95
4921,8938,2026-10-22T14:40:27.347186,B,1049
4922,8939,2025-01-22T14:40:27.347771,A,993
4923,8940,2026-04-05T14:40:27.348165,B,101
4924,8943,2025-01-08T14:40:27.349249,C,97
4925,8944,2025-11-26T14:40:27.349964,A,787
4926,8946,2025-04-19T14:40:27.350946,C,814
4927,8948,2026-08-06T14:40:27.351896,A,64
4928,8949,2025-06-08T14:40:27.352230,C,720
4929,8953,2026-03-25T14:40:27.354596,A,57
4930,8954,2025-04-19T14:40:27.354941,A,87
4931,8955,2025-05-29T14:40:27.355243,B,861
4932,8956,2025-11-10T14:40:27.356775,B,422
4933,8961,2025-01-24T14:40:27.359737,A,947
4934,8962,2026-03-15T14:40:27.360198,C,234
4935,8964,2026-06-15T14:40:27.361643,A,94
4936,8965,2026-07-26T14:40:27.362268,C,100
4937,8966,2026-12-08T14:40:27.362651,A,94
4938,8967,2026-09-01T14:40:27.363435,C,115
4939,8968,2026-03-25T14:40:27.364340,C,94
4940,8969,2024-12-29T14:40:27.364731,A,642
4941,8975,2026-06-02T14:40:27.368673,B,116
4942,8976,2026-05-07T14:40:27.369992,A,95
4943,8977,2024-10-06T14:40:27.370375,C,667
4944,8978,2025-05-06T14:40:27.371026,A,793
4945,8981,2026-08-26T14:40:27.373330,A,111
4946,8985,2025-12-29T14:40:27.375722,A,110
4947,8987,2026-07-08T14:40:27.377398,A,105
4948,8988,2026-06-19T14:40:27.378113,C,100
4949,8989,2025-03-07T14:40:27.379130,C,210
4950,8990,2026-02-28T14:40:27.380324,A,703
4951,8991,2026-05-17T14:40:27.381255,A,234
4952,8995,2026-04-10T14:40:27.384681,C,351
4953,8996,2025-03-22T14:40:27.385758,C,954
4954,8997,2025-11-30T14:40:27.386350,A,312
4955,9000,2026-05-19T14:40:27.389292,A,852
4956,9005,2025-10-20T14:40:27.392230,A,367
